timestamp,left_wheel_odom,right_wheel_odom,x,y,theta,linear_velocity,angular_velocity,distance_traveled
1743479555.1594636,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.2096856,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.2599208,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.3102102,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.3604586,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.410696,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.460952,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.5111966,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.561521,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.6117032,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.6618438,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.7120368,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.7622488,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.8124204,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.862572,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.9127495,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479555.9629147,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.0130665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.063211,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.1133916,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.1635532,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.2137892,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.2640312,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.3142002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.3643615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.4145222,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.4646955,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.5149245,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.5651448,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.615301,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.6654987,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.7156649,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.7658246,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.815981,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.8661578,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.9162946,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479556.9664383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.0165982,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.0667682,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.1169384,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.1671104,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.2173433,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.2675378,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.3177054,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.3678434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.4180243,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.4681692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.5183887,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.5685587,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.6187625,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1743479557.668906,0,0,0.0,0.0,0.0,0.0,0.0,0.0
