timestamp,vehicle_state,control_mode,battery_voltage,error_code,motion_mode,linear_velocity,angular_velocity,lateral_velocity,steering_angle
1743488371.8194046,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488371.9196289,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.0223591,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.1228955,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.2233677,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.326963,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.4280314,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.52894,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.6321204,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.7332096,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.833655,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488372.9339101,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.0341156,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.1350195,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.237931,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.3423858,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.4477298,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.5487576,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.6491773,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.7515883,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.854737,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488373.9569213,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.0578887,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.1583652,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.2587757,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.3592427,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.4603562,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.56121,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.6631582,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.7685826,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.8691025,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488374.9702826,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.0743392,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.1766875,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.2849998,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.389486,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.494987,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.6007142,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.703709,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.8042898,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488375.9046545,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.0055087,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.1077192,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.209067,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.3116395,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.4119194,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.5167098,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.619119,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.720642,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.824996,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488376.9256976,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.0277636,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.1281416,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.2311134,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.33389,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.4351387,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.5354044,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.6407096,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.7418914,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.8426178,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
1743488377.9452207,0,1,12.100000000000001,0,0,0.0,0.0,0.0,0.0
