timestamp,vehicle_state,control_mode,battery_voltage,error_code,motion_mode,linear_velocity,angular_velocity,lateral_velocity,steering_angle
1743496166.7940798,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496166.894326,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496166.9962542,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.0969417,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.1971748,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.3009906,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.4040234,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.504264,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.6070645,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.7088413,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.811535,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496167.9117672,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.014103,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.114417,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.2153492,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.3172045,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.4182968,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.5198593,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.6205072,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.7238064,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.827626,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496168.9278557,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.0281036,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.1288192,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.2300057,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.3308516,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.4310834,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.5325103,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.6336136,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.7340207,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.8345556,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496169.9348605,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.0355997,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.1366374,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.2371953,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.338701,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.4389575,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.5399573,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.648022,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.7495081,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.8530335,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496170.9589703,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.0618527,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.164084,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.266847,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.3670983,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.469859,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.5723894,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.67301,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.7777073,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.8793416,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496171.980046,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.0810332,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.1837354,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.2850914,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.3908951,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.5019453,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.6032877,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.703864,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.8085737,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496172.9096076,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.0098453,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.1104653,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.2116706,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.3132646,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.4148183,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.516774,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.6216202,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.7221637,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.8229127,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496173.9231474,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496174.0235405,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496174.1255183,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496174.2263374,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496174.3268435,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496174.4297504,0,1,12.0,0,1,0.0,0.0,0.0,0.0
1743496174.5306404,0,1,12.0,0,1,0.0,0.0,0.0,0.0
