timestamp,vehicle_state,control_mode,battery_voltage,error_code,motion_mode,linear_velocity,angular_velocity,lateral_velocity,steering_angle
1743505503.4161901,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505503.5164075,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505503.6179993,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505503.718318,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505503.8200908,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505503.922618,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.022896,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.1231122,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.2268925,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.3325047,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.432928,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.5347757,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.6354837,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.7363346,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.8380682,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505504.938965,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.0402904,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.1416056,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.2424777,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.3430524,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.443673,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.5438957,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.649759,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.7500741,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.8503525,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505505.950795,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.051743,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.152293,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.258964,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.36102,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.4627402,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.5629594,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.6647384,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.7712638,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.8724897,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505506.9728324,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.0730414,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.1738405,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.2741086,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.3744328,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.4756804,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.5760362,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505507.677808,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505507.778288,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505507.878897,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505507.9794507,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.0797548,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.1802208,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.2806454,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.3810735,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.4832613,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.5857396,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743505508.6867528,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505508.7901158,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743505508.8912497,0,1,12.3,0,0,0.0,0.0,0.0,0.0
