timestamp,vehicle_state,control_mode,battery_voltage,error_code,motion_mode,linear_velocity,angular_velocity,lateral_velocity,steering_angle
1743485324.4745555,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485324.574763,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485324.683225,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485324.7881992,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485324.8920813,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485324.9922867,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.0924642,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.1926198,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.2927823,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.3929431,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.4930983,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.5932705,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.69566,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.7969248,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485325.9071176,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.0084503,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.1177652,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.2184002,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.3185954,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.4195843,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.5252428,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.6254342,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.725609,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.8313515,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485326.9323015,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485327.0324788,0,1,11.9,0,0,0.0,0.0,0.0,0.0
1743485327.1413376,0,1,11.9,0,0,0.0,0.0,0.0,0.0
