timestamp,vehicle_state,control_mode,battery_voltage,error_code,motion_mode,linear_velocity,angular_velocity,lateral_velocity,steering_angle
1743477793.4444616,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477793.5446825,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477793.64649,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477793.7474551,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477793.849472,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477793.9496963,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477794.0510147,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477794.1515474,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.2527819,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.355291,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.4585328,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.5590248,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.6599212,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.7621086,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.864229,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477794.9653237,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477795.070573,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477795.1734374,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.277218,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.3774266,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.4790118,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.5792868,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.6805062,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.7828872,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.8835623,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477795.9853673,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.0858629,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.1882794,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.2921817,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.3929079,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.49313,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.5945368,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.6950908,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.7982883,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477796.8995395,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477797.000214,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477797.1004775,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477797.2039557,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.3045213,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.404852,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.5081656,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.6139355,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.7152925,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.81571,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477797.919811,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477798.0224695,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477798.1233609,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477798.2240732,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.3251257,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.4259205,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.5266259,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.6269596,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.7298214,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.8333392,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477798.93449,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477799.0363321,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477799.1377604,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477799.2385702,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.3396084,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.4399195,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.541396,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.6428902,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.7434754,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.8437545,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477799.9446373,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477800.0449326,0,1,12.3,0,0,0.0,0.0,0.0,0.0
1743477800.1452868,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.2456234,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.3461616,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.4523704,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.5537088,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.654337,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.7556336,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.8682518,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477800.9684768,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.0691073,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.1729126,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.281647,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.3819783,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.4824545,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.5827212,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.683586,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.7838168,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.888956,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477801.9906373,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.0909116,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.192229,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.2977436,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.3996964,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.500709,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.601775,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.7050238,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.8057632,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477802.9075866,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477803.0078588,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477803.1119134,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477803.2138276,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477803.3153944,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
1743477803.419436,0,1,12.200000000000001,0,0,0.0,0.0,0.0,0.0
